State,Year,Month,Indicator,Data Value,State Name,Date,Date_parsed
AK,2015,April,Number of Drug Overdose Deaths,126.0,Alaska,April 2015,2015-04-01
AK,2015,August,Number of Drug Overdose Deaths,124.0,Alaska,August 2015,2015-08-01
AK,2015,December,Number of Drug Overdose Deaths,121.0,Alaska,December 2015,2015-12-01
AK,2015,February,Number of Drug Overdose Deaths,127.0,Alaska,February 2015,2015-02-01
AK,2015,January,Number of Drug Overdose Deaths,126.0,Alaska,January 2015,2015-01-01
AK,2015,July,Number of Drug Overdose Deaths,117.0,Alaska,July 2015,2015-07-01
AK,2015,June,Number of Drug Overdose Deaths,121.0,Alaska,June 2015,2015-06-01
AK,2015,March,Number of Drug Overdose Deaths,125.0,Alaska,March 2015,2015-03-01
AK,2015,May,Number of Drug Overdose Deaths,125.0,Alaska,May 2015,2015-05-01
AK,2015,November,Number of Drug Overdose Deaths,115.0,Alaska,November 2015,2015-11-01
AK,2015,October,Number of Drug Overdose Deaths,120.0,Alaska,October 2015,2015-10-01
AK,2015,September,Number of Drug Overdose Deaths,125.0,Alaska,September 2015,2015-09-01
AK,2016,April,Number of Drug Overdose Deaths,132.0,Alaska,April 2016,2016-04-01
AK,2016,August,Number of Drug Overdose Deaths,138.0,Alaska,August 2016,2016-08-01
AK,2016,December,Number of Drug Overdose Deaths,129.0,Alaska,December 2016,2016-12-01
AK,2016,February,Number of Drug Overdose Deaths,128.0,Alaska,February 2016,2016-02-01
AK,2016,January,Number of Drug Overdose Deaths,126.0,Alaska,January 2016,2016-01-01
AK,2016,July,Number of Drug Overdose Deaths,143.0,Alaska,July 2016,2016-07-01
AK,2016,June,Number of Drug Overdose Deaths,138.0,Alaska,June 2016,2016-06-01
AK,2016,March,Number of Drug Overdose Deaths,125.0,Alaska,March 2016,2016-03-01
AK,2016,May,Number of Drug Overdose Deaths,140.0,Alaska,May 2016,2016-05-01
AK,2016,November,Number of Drug Overdose Deaths,133.0,Alaska,November 2016,2016-11-01
AK,2016,October,Number of Drug Overdose Deaths,131.0,Alaska,October 2016,2016-10-01
AK,2016,September,Number of Drug Overdose Deaths,131.0,Alaska,September 2016,2016-09-01
AK,2017,April,Number of Drug Overdose Deaths,117.0,Alaska,April 2017,2017-04-01
AK,2017,August,Number of Drug Overdose Deaths,137.0,Alaska,August 2017,2017-08-01
AK,2017,December,Number of Drug Overdose Deaths,141.0,Alaska,December 2017,2017-12-01
AK,2017,February,Number of Drug Overdose Deaths,124.0,Alaska,February 2017,2017-02-01
AK,2017,January,Number of Drug Overdose Deaths,126.0,Alaska,January 2017,2017-01-01
AK,2017,July,Number of Drug Overdose Deaths,128.0,Alaska,July 2017,2017-07-01
AK,2017,June,Number of Drug Overdose Deaths,122.0,Alaska,June 2017,2017-06-01
AK,2017,March,Number of Drug Overdose Deaths,126.0,Alaska,March 2017,2017-03-01
AK,2017,May,Number of Drug Overdose Deaths,120.0,Alaska,May 2017,2017-05-01
AK,2017,November,Number of Drug Overdose Deaths,138.0,Alaska,November 2017,2017-11-01
AK,2017,October,Number of Drug Overdose Deaths,144.0,Alaska,October 2017,2017-10-01
AK,2017,September,Number of Drug Overdose Deaths,148.0,Alaska,September 2017,2017-09-01
AK,2018,April,Number of Drug Overdose Deaths,142.0,Alaska,April 2018,2018-04-01
AK,2018,August,Number of Drug Overdose Deaths,110.0,Alaska,August 2018,2018-08-01
AK,2018,December,Number of Drug Overdose Deaths,105.0,Alaska,December 2018,2018-12-01
AK,2018,February,Number of Drug Overdose Deaths,139.0,Alaska,February 2018,2018-02-01
AK,2018,January,Number of Drug Overdose Deaths,138.0,Alaska,January 2018,2018-01-01
AK,2018,July,Number of Drug Overdose Deaths,116.0,Alaska,July 2018,2018-07-01
AK,2018,June,Number of Drug Overdose Deaths,125.0,Alaska,June 2018,2018-06-01
AK,2018,March,Number of Drug Overdose Deaths,136.0,Alaska,March 2018,2018-03-01
AK,2018,May,Number of Drug Overdose Deaths,126.0,Alaska,May 2018,2018-05-01
AK,2018,November,Number of Drug Overdose Deaths,106.0,Alaska,November 2018,2018-11-01
AK,2018,October,Number of Drug Overdose Deaths,99.0,Alaska,October 2018,2018-10-01
AK,2018,September,Number of Drug Overdose Deaths,100.0,Alaska,September 2018,2018-09-01
AK,2019,April,Number of Drug Overdose Deaths,119.0,Alaska,April 2019,2019-04-01
AK,2019,August,Number of Drug Overdose Deaths,130.0,Alaska,August 2019,2019-08-01
AK,2019,December,Number of Drug Overdose Deaths,133.0,Alaska,December 2019,2019-12-01
AK,2019,February,Number of Drug Overdose Deaths,115.0,Alaska,February 2019,2019-02-01
AK,2019,January,Number of Drug Overdose Deaths,107.0,Alaska,January 2019,2019-01-01
AK,2019,July,Number of Drug Overdose Deaths,135.0,Alaska,July 2019,2019-07-01
AK,2019,June,Number of Drug Overdose Deaths,132.0,Alaska,June 2019,2019-06-01
AK,2019,March,Number of Drug Overdose Deaths,124.0,Alaska,March 2019,2019-03-01
AK,2019,May,Number of Drug Overdose Deaths,128.0,Alaska,May 2019,2019-05-01
AK,2019,November,Number of Drug Overdose Deaths,139.0,Alaska,November 2019,2019-11-01
AK,2019,October,Number of Drug Overdose Deaths,146.0,Alaska,October 2019,2019-10-01
AK,2019,September,Number of Drug Overdose Deaths,136.0,Alaska,September 2019,2019-09-01
AK,2020,April,Number of Drug Overdose Deaths,120.0,Alaska,April 2020,2020-04-01
AK,2020,August,Number of Drug Overdose Deaths,139.0,Alaska,August 2020,2020-08-01
AK,2020,December,Number of Drug Overdose Deaths,146.0,Alaska,December 2020,2020-12-01
AK,2020,February,Number of Drug Overdose Deaths,125.0,Alaska,February 2020,2020-02-01
AK,2020,January,Number of Drug Overdose Deaths,134.0,Alaska,January 2020,2020-01-01
AK,2020,July,Number of Drug Overdose Deaths,135.0,Alaska,July 2020,2020-07-01
AK,2020,June,Number of Drug Overdose Deaths,132.0,Alaska,June 2020,2020-06-01
AK,2020,March,Number of Drug Overdose Deaths,117.0,Alaska,March 2020,2020-03-01
AK,2020,May,Number of Drug Overdose Deaths,128.0,Alaska,May 2020,2020-05-01
AK,2020,November,Number of Drug Overdose Deaths,141.0,Alaska,November 2020,2020-11-01
AK,2020,October,Number of Drug Overdose Deaths,134.0,Alaska,October 2020,2020-10-01
AK,2020,September,Number of Drug Overdose Deaths,140.0,Alaska,September 2020,2020-09-01
AK,2021,February,Number of Drug Overdose Deaths,148.0,Alaska,February 2021,2021-02-01
AK,2021,January,Number of Drug Overdose Deaths,143.0,Alaska,January 2021,2021-01-01
AK,2021,March,Number of Drug Overdose Deaths,162.0,Alaska,March 2021,2021-03-01
AL,2015,April,Number of Drug Overdose Deaths,738.0,Alabama,April 2015,2015-04-01
AL,2015,August,Number of Drug Overdose Deaths,736.0,Alabama,August 2015,2015-08-01
AL,2015,December,Number of Drug Overdose Deaths,720.0,Alabama,December 2015,2015-12-01
AL,2015,February,Number of Drug Overdose Deaths,723.0,Alabama,February 2015,2015-02-01
AL,2015,January,Number of Drug Overdose Deaths,715.0,Alabama,January 2015,2015-01-01
AL,2015,July,Number of Drug Overdose Deaths,743.0,Alabama,July 2015,2015-07-01
AL,2015,June,Number of Drug Overdose Deaths,756.0,Alabama,June 2015,2015-06-01
AL,2015,March,Number of Drug Overdose Deaths,733.0,Alabama,March 2015,2015-03-01
AL,2015,May,Number of Drug Overdose Deaths,755.0,Alabama,May 2015,2015-05-01
AL,2015,November,Number of Drug Overdose Deaths,725.0,Alabama,November 2015,2015-11-01
AL,2015,October,Number of Drug Overdose Deaths,730.0,Alabama,October 2015,2015-10-01
AL,2015,September,Number of Drug Overdose Deaths,744.0,Alabama,September 2015,2015-09-01
AL,2016,April,Number of Drug Overdose Deaths,676.0,Alabama,April 2016,2016-04-01
AL,2016,August,Number of Drug Overdose Deaths,685.0,Alabama,August 2016,2016-08-01
AL,2016,December,Number of Drug Overdose Deaths,740.0,Alabama,December 2016,2016-12-01
AL,2016,February,Number of Drug Overdose Deaths,710.0,Alabama,February 2016,2016-02-01
AL,2016,January,Number of Drug Overdose Deaths,706.0,Alabama,January 2016,2016-01-01
AL,2016,July,Number of Drug Overdose Deaths,681.0,Alabama,July 2016,2016-07-01
AL,2016,June,Number of Drug Overdose Deaths,674.0,Alabama,June 2016,2016-06-01
AL,2016,March,Number of Drug Overdose Deaths,681.0,Alabama,March 2016,2016-03-01
AL,2016,May,Number of Drug Overdose Deaths,654.0,Alabama,May 2016,2016-05-01
AL,2016,November,Number of Drug Overdose Deaths,718.0,Alabama,November 2016,2016-11-01
AL,2016,October,Number of Drug Overdose Deaths,704.0,Alabama,October 2016,2016-10-01
AL,2016,September,Number of Drug Overdose Deaths,695.0,Alabama,September 2016,2016-09-01
AL,2017,April,Number of Drug Overdose Deaths,795.0,Alabama,April 2017,2017-04-01
AL,2017,August,Number of Drug Overdose Deaths,808.0,Alabama,August 2017,2017-08-01
AL,2017,December,Number of Drug Overdose Deaths,807.0,Alabama,December 2017,2017-12-01
AL,2017,February,Number of Drug Overdose Deaths,759.0,Alabama,February 2017,2017-02-01
AL,2017,January,Number of Drug Overdose Deaths,763.0,Alabama,January 2017,2017-01-01
AL,2017,July,Number of Drug Overdose Deaths,809.0,Alabama,July 2017,2017-07-01
AL,2017,June,Number of Drug Overdose Deaths,804.0,Alabama,June 2017,2017-06-01
AL,2017,March,Number of Drug Overdose Deaths,794.0,Alabama,March 2017,2017-03-01
AL,2017,May,Number of Drug Overdose Deaths,812.0,Alabama,May 2017,2017-05-01
AL,2017,November,Number of Drug Overdose Deaths,799.0,Alabama,November 2017,2017-11-01
AL,2017,October,Number of Drug Overdose Deaths,801.0,Alabama,October 2017,2017-10-01
AL,2017,September,Number of Drug Overdose Deaths,800.0,Alabama,September 2017,2017-09-01
AL,2018,April,Number of Drug Overdose Deaths,785.0,Alabama,April 2018,2018-04-01
AL,2018,August,Number of Drug Overdose Deaths,745.0,Alabama,August 2018,2018-08-01
AL,2018,December,Number of Drug Overdose Deaths,740.0,Alabama,December 2018,2018-12-01
AL,2018,February,Number of Drug Overdose Deaths,799.0,Alabama,February 2018,2018-02-01
AL,2018,January,Number of Drug Overdose Deaths,785.0,Alabama,January 2018,2018-01-01
AL,2018,July,Number of Drug Overdose Deaths,759.0,Alabama,July 2018,2018-07-01
AL,2018,June,Number of Drug Overdose Deaths,764.0,Alabama,June 2018,2018-06-01
AL,2018,March,Number of Drug Overdose Deaths,785.0,Alabama,March 2018,2018-03-01
AL,2018,May,Number of Drug Overdose Deaths,787.0,Alabama,May 2018,2018-05-01
AL,2018,November,Number of Drug Overdose Deaths,744.0,Alabama,November 2018,2018-11-01
AL,2018,October,Number of Drug Overdose Deaths,751.0,Alabama,October 2018,2018-10-01
AL,2018,September,Number of Drug Overdose Deaths,754.0,Alabama,September 2018,2018-09-01
AL,2019,April,Number of Drug Overdose Deaths,699.0,Alabama,April 2019,2019-04-01
AL,2019,August,Number of Drug Overdose Deaths,731.0,Alabama,August 2019,2019-08-01
AL,2019,December,Number of Drug Overdose Deaths,739.0,Alabama,December 2019,2019-12-01
AL,2019,February,Number of Drug Overdose Deaths,703.0,Alabama,February 2019,2019-02-01
AL,2019,January,Number of Drug Overdose Deaths,724.0,Alabama,January 2019,2019-01-01
AL,2019,July,Number of Drug Overdose Deaths,715.0,Alabama,July 2019,2019-07-01
AL,2019,June,Number of Drug Overdose Deaths,720.0,Alabama,June 2019,2019-06-01
AL,2019,March,Number of Drug Overdose Deaths,701.0,Alabama,March 2019,2019-03-01
AL,2019,May,Number of Drug Overdose Deaths,699.0,Alabama,May 2019,2019-05-01
AL,2019,November,Number of Drug Overdose Deaths,750.0,Alabama,November 2019,2019-11-01
AL,2019,October,Number of Drug Overdose Deaths,743.0,Alabama,October 2019,2019-10-01
AL,2019,September,Number of Drug Overdose Deaths,719.0,Alabama,September 2019,2019-09-01
AL,2020,April,Number of Drug Overdose Deaths,826.0,Alabama,April 2020,2020-04-01
AL,2020,August,Number of Drug Overdose Deaths,934.0,Alabama,August 2020,2020-08-01
AL,2020,December,Number of Drug Overdose Deaths,989.0,Alabama,December 2020,2020-12-01
AL,2020,February,Number of Drug Overdose Deaths,772.0,Alabama,February 2020,2020-02-01
AL,2020,January,Number of Drug Overdose Deaths,754.0,Alabama,January 2020,2020-01-01
AL,2020,July,Number of Drug Overdose Deaths,919.0,Alabama,July 2020,2020-07-01
AL,2020,June,Number of Drug Overdose Deaths,902.0,Alabama,June 2020,2020-06-01
AL,2020,March,Number of Drug Overdose Deaths,791.0,Alabama,March 2020,2020-03-01
AL,2020,May,Number of Drug Overdose Deaths,879.0,Alabama,May 2020,2020-05-01
AL,2020,November,Number of Drug Overdose Deaths,960.0,Alabama,November 2020,2020-11-01
AL,2020,October,Number of Drug Overdose Deaths,946.0,Alabama,October 2020,2020-10-01
AL,2020,September,Number of Drug Overdose Deaths,952.0,Alabama,September 2020,2020-09-01
AL,2021,February,Number of Drug Overdose Deaths,1033.0,Alabama,February 2021,2021-02-01
AL,2021,January,Number of Drug Overdose Deaths,1026.0,Alabama,January 2021,2021-01-01
AL,2021,March,Number of Drug Overdose Deaths,1064.0,Alabama,March 2021,2021-03-01
AR,2015,April,Number of Drug Overdose Deaths,373.0,Arkansas,April 2015,2015-04-01
AR,2015,August,Number of Drug Overdose Deaths,398.0,Arkansas,August 2015,2015-08-01
AR,2015,December,Number of Drug Overdose Deaths,381.0,Arkansas,December 2015,2015-12-01
AR,2015,February,Number of Drug Overdose Deaths,366.0,Arkansas,February 2015,2015-02-01
AR,2015,January,Number of Drug Overdose Deaths,366.0,Arkansas,January 2015,2015-01-01
AR,2015,July,Number of Drug Overdose Deaths,395.0,Arkansas,July 2015,2015-07-01
AR,2015,June,Number of Drug Overdose Deaths,391.0,Arkansas,June 2015,2015-06-01
AR,2015,March,Number of Drug Overdose Deaths,385.0,Arkansas,March 2015,2015-03-01
AR,2015,May,Number of Drug Overdose Deaths,383.0,Arkansas,May 2015,2015-05-01
AR,2015,November,Number of Drug Overdose Deaths,389.0,Arkansas,November 2015,2015-11-01
AR,2015,October,Number of Drug Overdose Deaths,397.0,Arkansas,October 2015,2015-10-01
AR,2015,September,Number of Drug Overdose Deaths,392.0,Arkansas,September 2015,2015-09-01
AR,2016,April,Number of Drug Overdose Deaths,372.0,Arkansas,April 2016,2016-04-01
AR,2016,August,Number of Drug Overdose Deaths,383.0,Arkansas,August 2016,2016-08-01
AR,2016,December,Number of Drug Overdose Deaths,386.0,Arkansas,December 2016,2016-12-01
AR,2016,February,Number of Drug Overdose Deaths,379.0,Arkansas,February 2016,2016-02-01
AR,2016,January,Number of Drug Overdose Deaths,378.0,Arkansas,January 2016,2016-01-01
AR,2016,July,Number of Drug Overdose Deaths,378.0,Arkansas,July 2016,2016-07-01
AR,2016,June,Number of Drug Overdose Deaths,369.0,Arkansas,June 2016,2016-06-01
AR,2016,March,Number of Drug Overdose Deaths,363.0,Arkansas,March 2016,2016-03-01
AR,2016,May,Number of Drug Overdose Deaths,376.0,Arkansas,May 2016,2016-05-01
AR,2016,November,Number of Drug Overdose Deaths,378.0,Arkansas,November 2016,2016-11-01
AR,2016,October,Number of Drug Overdose Deaths,372.0,Arkansas,October 2016,2016-10-01
AR,2016,September,Number of Drug Overdose Deaths,379.0,Arkansas,September 2016,2016-09-01
AR,2017,April,Number of Drug Overdose Deaths,386.0,Arkansas,April 2017,2017-04-01
AR,2017,August,Number of Drug Overdose Deaths,406.0,Arkansas,August 2017,2017-08-01
AR,2017,December,Number of Drug Overdose Deaths,425.0,Arkansas,December 2017,2017-12-01
AR,2017,February,Number of Drug Overdose Deaths,380.0,Arkansas,February 2017,2017-02-01
AR,2017,January,Number of Drug Overdose Deaths,384.0,Arkansas,January 2017,2017-01-01
AR,2017,July,Number of Drug Overdose Deaths,395.0,Arkansas,July 2017,2017-07-01
AR,2017,June,Number of Drug Overdose Deaths,398.0,Arkansas,June 2017,2017-06-01
AR,2017,March,Number of Drug Overdose Deaths,384.0,Arkansas,March 2017,2017-03-01
AR,2017,May,Number of Drug Overdose Deaths,383.0,Arkansas,May 2017,2017-05-01
AR,2017,November,Number of Drug Overdose Deaths,411.0,Arkansas,November 2017,2017-11-01
AR,2017,October,Number of Drug Overdose Deaths,410.0,Arkansas,October 2017,2017-10-01
AR,2017,September,Number of Drug Overdose Deaths,413.0,Arkansas,September 2017,2017-09-01
AR,2018,April,Number of Drug Overdose Deaths,425.0,Arkansas,April 2018,2018-04-01
AR,2018,August,Number of Drug Overdose Deaths,455.0,Arkansas,August 2018,2018-08-01
AR,2018,December,Number of Drug Overdose Deaths,433.0,Arkansas,December 2018,2018-12-01
AR,2018,February,Number of Drug Overdose Deaths,424.0,Arkansas,February 2018,2018-02-01
AR,2018,January,Number of Drug Overdose Deaths,427.0,Arkansas,January 2018,2018-01-01
AR,2018,July,Number of Drug Overdose Deaths,451.0,Arkansas,July 2018,2018-07-01
AR,2018,June,Number of Drug Overdose Deaths,447.0,Arkansas,June 2018,2018-06-01
AR,2018,March,Number of Drug Overdose Deaths,430.0,Arkansas,March 2018,2018-03-01
AR,2018,May,Number of Drug Overdose Deaths,443.0,Arkansas,May 2018,2018-05-01
AR,2018,November,Number of Drug Overdose Deaths,446.0,Arkansas,November 2018,2018-11-01
AR,2018,October,Number of Drug Overdose Deaths,457.0,Arkansas,October 2018,2018-10-01
AR,2018,September,Number of Drug Overdose Deaths,448.0,Arkansas,September 2018,2018-09-01
AR,2019,April,Number of Drug Overdose Deaths,434.0,Arkansas,April 2019,2019-04-01
AR,2019,August,Number of Drug Overdose Deaths,355.0,Arkansas,August 2019,2019-08-01
AR,2019,December,Number of Drug Overdose Deaths,362.0,Arkansas,December 2019,2019-12-01
AR,2019,February,Number of Drug Overdose Deaths,451.0,Arkansas,February 2019,2019-02-01
AR,2019,January,Number of Drug Overdose Deaths,439.0,Arkansas,January 2019,2019-01-01
AR,2019,July,Number of Drug Overdose Deaths,381.0,Arkansas,July 2019,2019-07-01
AR,2019,June,Number of Drug Overdose Deaths,395.0,Arkansas,June 2019,2019-06-01
AR,2019,March,Number of Drug Overdose Deaths,437.0,Arkansas,March 2019,2019-03-01
AR,2019,May,Number of Drug Overdose Deaths,411.0,Arkansas,May 2019,2019-05-01
AR,2019,November,Number of Drug Overdose Deaths,363.0,Arkansas,November 2019,2019-11-01
AR,2019,October,Number of Drug Overdose Deaths,357.0,Arkansas,October 2019,2019-10-01
AR,2019,September,Number of Drug Overdose Deaths,354.0,Arkansas,September 2019,2019-09-01
AR,2020,April,Number of Drug Overdose Deaths,402.0,Arkansas,April 2020,2020-04-01
AR,2020,August,Number of Drug Overdose Deaths,481.0,Arkansas,August 2020,2020-08-01
AR,2020,December,Number of Drug Overdose Deaths,514.0,Arkansas,December 2020,2020-12-01
AR,2020,February,Number of Drug Overdose Deaths,370.0,Arkansas,February 2020,2020-02-01
AR,2020,January,Number of Drug Overdose Deaths,367.0,Arkansas,January 2020,2020-01-01
AR,2020,July,Number of Drug Overdose Deaths,460.0,Arkansas,July 2020,2020-07-01
AR,2020,June,Number of Drug Overdose Deaths,435.0,Arkansas,June 2020,2020-06-01
AR,2020,March,Number of Drug Overdose Deaths,384.0,Arkansas,March 2020,2020-03-01
AR,2020,May,Number of Drug Overdose Deaths,416.0,Arkansas,May 2020,2020-05-01
AR,2020,November,Number of Drug Overdose Deaths,506.0,Arkansas,November 2020,2020-11-01
AR,2020,October,Number of Drug Overdose Deaths,498.0,Arkansas,October 2020,2020-10-01
AR,2020,September,Number of Drug Overdose Deaths,492.0,Arkansas,September 2020,2020-09-01
AR,2021,February,Number of Drug Overdose Deaths,525.0,Arkansas,February 2021,2021-02-01
AR,2021,January,Number of Drug Overdose Deaths,513.0,Arkansas,January 2021,2021-01-01
AR,2021,March,Number of Drug Overdose Deaths,535.0,Arkansas,March 2021,2021-03-01
AZ,2015,April,Number of Drug Overdose Deaths,1173.0,Arizona,April 2015,2015-04-01
AZ,2015,August,Number of Drug Overdose Deaths,1240.0,Arizona,August 2015,2015-08-01
AZ,2015,December,Number of Drug Overdose Deaths,1267.0,Arizona,December 2015,2015-12-01
AZ,2015,February,Number of Drug Overdose Deaths,1175.0,Arizona,February 2015,2015-02-01
AZ,2015,January,Number of Drug Overdose Deaths,1193.0,Arizona,January 2015,2015-01-01
AZ,2015,July,Number of Drug Overdose Deaths,1201.0,Arizona,July 2015,2015-07-01
AZ,2015,June,Number of Drug Overdose Deaths,1209.0,Arizona,June 2015,2015-06-01
AZ,2015,March,Number of Drug Overdose Deaths,1174.0,Arizona,March 2015,2015-03-01
AZ,2015,May,Number of Drug Overdose Deaths,1184.0,Arizona,May 2015,2015-05-01
AZ,2015,November,Number of Drug Overdose Deaths,1269.0,Arizona,November 2015,2015-11-01
AZ,2015,October,Number of Drug Overdose Deaths,1264.0,Arizona,October 2015,2015-10-01
AZ,2015,September,Number of Drug Overdose Deaths,1241.0,Arizona,September 2015,2015-09-01
AZ,2016,April,Number of Drug Overdose Deaths,1335.0,Arizona,April 2016,2016-04-01
AZ,2016,August,Number of Drug Overdose Deaths,1410.0,Arizona,August 2016,2016-08-01
AZ,2016,December,Number of Drug Overdose Deaths,1393.0,Arizona,December 2016,2016-12-01
AZ,2016,February,Number of Drug Overdose Deaths,1307.0,Arizona,February 2016,2016-02-01
AZ,2016,January,Number of Drug Overdose Deaths,1298.0,Arizona,January 2016,2016-01-01
AZ,2016,July,Number of Drug Overdose Deaths,1421.0,Arizona,July 2016,2016-07-01
AZ,2016,June,Number of Drug Overdose Deaths,1370.0,Arizona,June 2016,2016-06-01
AZ,2016,March,Number of Drug Overdose Deaths,1313.0,Arizona,March 2016,2016-03-01
AZ,2016,May,Number of Drug Overdose Deaths,1350.0,Arizona,May 2016,2016-05-01
AZ,2016,November,Number of Drug Overdose Deaths,1397.0,Arizona,November 2016,2016-11-01
AZ,2016,October,Number of Drug Overdose Deaths,1405.0,Arizona,October 2016,2016-10-01
AZ,2016,September,Number of Drug Overdose Deaths,1404.0,Arizona,September 2016,2016-09-01
AZ,2017,April,Number of Drug Overdose Deaths,1418.0,Arizona,April 2017,2017-04-01
AZ,2017,August,Number of Drug Overdose Deaths,1468.0,Arizona,August 2017,2017-08-01
AZ,2017,December,Number of Drug Overdose Deaths,1555.0,Arizona,December 2017,2017-12-01
AZ,2017,February,Number of Drug Overdose Deaths,1411.0,Arizona,February 2017,2017-02-01
AZ,2017,January,Number of Drug Overdose Deaths,1417.0,Arizona,January 2017,2017-01-01
AZ,2017,July,Number of Drug Overdose Deaths,1450.0,Arizona,July 2017,2017-07-01
AZ,2017,June,Number of Drug Overdose Deaths,1455.0,Arizona,June 2017,2017-06-01
AZ,2017,March,Number of Drug Overdose Deaths,1429.0,Arizona,March 2017,2017-03-01
AZ,2017,May,Number of Drug Overdose Deaths,1437.0,Arizona,May 2017,2017-05-01
AZ,2017,November,Number of Drug Overdose Deaths,1517.0,Arizona,November 2017,2017-11-01
AZ,2017,October,Number of Drug Overdose Deaths,1503.0,Arizona,October 2017,2017-10-01
AZ,2017,September,Number of Drug Overdose Deaths,1492.0,Arizona,September 2017,2017-09-01
AZ,2018,April,Number of Drug Overdose Deaths,1611.0,Arizona,April 2018,2018-04-01
AZ,2018,August,Number of Drug Overdose Deaths,1676.0,Arizona,August 2018,2018-08-01
AZ,2018,December,Number of Drug Overdose Deaths,1730.0,Arizona,December 2018,2018-12-01
AZ,2018,February,Number of Drug Overdose Deaths,1582.0,Arizona,February 2018,2018-02-01
AZ,2018,January,Number of Drug Overdose Deaths,1571.0,Arizona,January 2018,2018-01-01
AZ,2018,July,Number of Drug Overdose Deaths,1652.0,Arizona,July 2018,2018-07-01
AZ,2018,June,Number of Drug Overdose Deaths,1606.0,Arizona,June 2018,2018-06-01
AZ,2018,March,Number of Drug Overdose Deaths,1594.0,Arizona,March 2018,2018-03-01
AZ,2018,May,Number of Drug Overdose Deaths,1607.0,Arizona,May 2018,2018-05-01
AZ,2018,November,Number of Drug Overdose Deaths,1706.0,Arizona,November 2018,2018-11-01
AZ,2018,October,Number of Drug Overdose Deaths,1672.0,Arizona,October 2018,2018-10-01
AZ,2018,September,Number of Drug Overdose Deaths,1676.0,Arizona,September 2018,2018-09-01
AZ,2019,April,Number of Drug Overdose Deaths,1768.0,Arizona,April 2019,2019-04-01
AZ,2019,August,Number of Drug Overdose Deaths,1830.0,Arizona,August 2019,2019-08-01
AZ,2019,December,Number of Drug Overdose Deaths,1981.0,Arizona,December 2019,2019-12-01
AZ,2019,February,Number of Drug Overdose Deaths,1747.0,Arizona,February 2019,2019-02-01
AZ,2019,January,Number of Drug Overdose Deaths,1725.0,Arizona,January 2019,2019-01-01
AZ,2019,July,Number of Drug Overdose Deaths,1815.0,Arizona,July 2019,2019-07-01
AZ,2019,June,Number of Drug Overdose Deaths,1778.0,Arizona,June 2019,2019-06-01
AZ,2019,March,Number of Drug Overdose Deaths,1764.0,Arizona,March 2019,2019-03-01
AZ,2019,May,Number of Drug Overdose Deaths,1784.0,Arizona,May 2019,2019-05-01
AZ,2019,November,Number of Drug Overdose Deaths,1952.0,Arizona,November 2019,2019-11-01
AZ,2019,October,Number of Drug Overdose Deaths,1945.0,Arizona,October 2019,2019-10-01
AZ,2019,September,Number of Drug Overdose Deaths,1899.0,Arizona,September 2019,2019-09-01
AZ,2020,April,Number of Drug Overdose Deaths,2146.0,Arizona,April 2020,2020-04-01
AZ,2020,August,Number of Drug Overdose Deaths,2586.0,Arizona,August 2020,2020-08-01
AZ,2020,December,Number of Drug Overdose Deaths,2644.0,Arizona,December 2020,2020-12-01
AZ,2020,February,Number of Drug Overdose Deaths,2064.0,Arizona,February 2020,2020-02-01
AZ,2020,January,Number of Drug Overdose Deaths,2025.0,Arizona,January 2020,2020-01-01
AZ,2020,July,Number of Drug Overdose Deaths,2470.0,Arizona,July 2020,2020-07-01
AZ,2020,June,Number of Drug Overdose Deaths,2361.0,Arizona,June 2020,2020-06-01
AZ,2020,March,Number of Drug Overdose Deaths,2101.0,Arizona,March 2020,2020-03-01
AZ,2020,May,Number of Drug Overdose Deaths,2220.0,Arizona,May 2020,2020-05-01
AZ,2020,November,Number of Drug Overdose Deaths,2649.0,Arizona,November 2020,2020-11-01
AZ,2020,October,Number of Drug Overdose Deaths,2615.0,Arizona,October 2020,2020-10-01
AZ,2020,September,Number of Drug Overdose Deaths,2585.0,Arizona,September 2020,2020-09-01
AZ,2021,February,Number of Drug Overdose Deaths,2690.0,Arizona,February 2021,2021-02-01
AZ,2021,January,Number of Drug Overdose Deaths,2670.0,Arizona,January 2021,2021-01-01
AZ,2021,March,Number of Drug Overdose Deaths,2708.0,Arizona,March 2021,2021-03-01
CA,2015,April,Number of Drug Overdose Deaths,4625.0,California,April 2015,2015-04-01
CA,2015,August,Number of Drug Overdose Deaths,4670.0,California,August 2015,2015-08-01
CA,2015,December,Number of Drug Overdose Deaths,4762.0,California,December 2015,2015-12-01
CA,2015,February,Number of Drug Overdose Deaths,4616.0,California,February 2015,2015-02-01
CA,2015,January,Number of Drug Overdose Deaths,4603.0,California,January 2015,2015-01-01
CA,2015,July,Number of Drug Overdose Deaths,4628.0,California,July 2015,2015-07-01
CA,2015,June,Number of Drug Overdose Deaths,4604.0,California,June 2015,2015-06-01
CA,2015,March,Number of Drug Overdose Deaths,4608.0,California,March 2015,2015-03-01
CA,2015,May,Number of Drug Overdose Deaths,4607.0,California,May 2015,2015-05-01
CA,2015,November,Number of Drug Overdose Deaths,4747.0,California,November 2015,2015-11-01
CA,2015,October,Number of Drug Overdose Deaths,4784.0,California,October 2015,2015-10-01
CA,2015,September,Number of Drug Overdose Deaths,4747.0,California,September 2015,2015-09-01
